carport_type,carport_type_name,panel_length_mm,panel_width_mm,panel_power_w,area_length_mm,number_row,delivery_area,delivery_artic_cost_gbp,total_power_kw,total_weight_kg,total_cost_gbp
2,SingleMonoDecline,2333,2000,700,50000,3,Ilford,779,50.4,9304.10382,26762.28955
3,DuoMono,2000,1750,300,9000,6,Newport,344,9,4341.5748,12320.566999999997
4,GullWing,2333,2500,600,200000,6,Magor - Newry,1395,280.8,55740.33668,156124.51170000003
2,SingleMonoDecline,2333,900,1200,29000,3,Warrington,606,108,6651.551699999999,19733.229250000004
4,GullWing,2333,1750,250,250000,6,Glasgow,1260,205.5,72577.1137,203823.49424999996
4,GullWing,3000,750,300,200000,6,Galashiels,1200,433.8,84415.34842000001,238142.44105
1,SingleMonoIncline,2333,1500,200,15000,3,Magor - Derry,1450,5.4,3815.9556000000007,12442.758999999998
2,SingleMonoDecline,2000,1134,250,200000,3,Hereford,414,123.75,35938.89112,102976.69780000005
1,SingleMonoIncline,1500,2500,1200,10000,3,London West Central,756,14.4,2380.48668,7601.0067
2,SingleMonoDecline,2000,750,200,150000,3,Magor - Kilkenny,1650,108.6,28694.42056,86195.60139999999
3,DuoMono,2500,1134,500,20000,6,Halifax,702,48,9144.12017,25760.810424999992
2,SingleMonoDecline,3500,1500,250,40000,3,Kingston Upon Thames,754,18.75,9382.3936,26963.413999999997
2,SingleMonoDecline,2333,1000,300,100000,3,Blackburn,693,83.7,19821.75508,57796.4177
2,SingleMonoDecline,3000,1500,500,9000,3,Magor - Enniskillen,1450,9,2774.73338,9341.42345
2,SingleMonoDecline,4000,1500,400,300000,3,Luton,718,228,64806.909640000005,181207.3841
3,DuoMono,1500,1750,700,40000,6,Reading,530,92.4,13794.99075,38394.946875
3,DuoMono,3500,750,200,150000,6,Bromley,764,217.2,80324.5978,221339.88449999996
3,DuoMono,4000,1500,600,75000,6,London SE,749,169.2,34785.22105,94172.68262500002
3,DuoMono,1500,1750,200,100000,6,Magor - Sligo,1750,66,32033.153,91002.1525
2,SingleMonoDecline,1750,1250,500,9000,3,Enfield,761,10.5,2402.5681799999998,7752.41045
4,GullWing,1750,2000,250,60000,6,Huddersfield,695,43.5,17006.26616,47525.6154
3,DuoMono,3000,750,700,150000,6,Wakefield,687,760.2,73816.0378,204683.48449999996
1,SingleMonoIncline,2333,750,600,100000,3,Canterbury,769,216,19848.9667,58430.16675000001
2,SingleMonoDecline,3500,1134,1200,150000,3,Magor - Cavan,1450,446.4,32871.680199999995,94505.9505
4,GullWing,2500,1134,800,29000,6,Enfield,761,115.2,11016.44132,31013.21329999999
1,SingleMonoIncline,1500,2000,900,20000,3,Peterborough,750,27,4108.59182,12504.749549999999
1,SingleMonoIncline,2500,1134,400,200000,3,Magor - Newry,1395,198,38367.21112,112404.49780000004
3,DuoMono,4000,1000,1000,9000,6,Gloucester,465,48,6184.9935,17232.513749999995
4,GullWing,3000,1250,450,15000,6,Darlington,829,29.7,6933.82018,19650.98045
4,GullWing,3500,1250,1000,40000,6,Magor - Killarney,1950,180,17852.56188,50090.594700000016
4,GullWing,4000,1134,900,60000,6,Sunderland,929,264.6,27787.184100000002,76423.63025000002
1,SingleMonoIncline,2000,750,500,29000,3,Dundee,1394,52.5,6442.020259999999,20149.400650000003
3,DuoMono,4000,750,500,29000,6,London West Central,756,105,18557.7661,51667.20525000001
3,DuoMono,4000,1250,250,150000,6,Reading,530,169.5,73702.6756,199480.67899999997
4,GullWing,3000,2000,700,250000,6,Milton Keynes,582,504,80399.39516000001,218955.5979
1,SingleMonoIncline,2000,900,500,40000,3,Magor - Ballymena,1395,61.5,8368.9993,25557.328250000002
3,DuoMono,3500,1134,700,200000,6,Southall,741,693,93282.3016,255015.664
1,SingleMonoIncline,2500,1134,400,100000,3,Dorchester,560,98.4,19170.25298,55160.18245000001
1,SingleMonoIncline,2333,1250,700,29000,3,Northampton,582,46.2,6411.854980000001,18866.78745
2,SingleMonoDecline,3000,900,900,9000,3,Walsall,530,24.3,2822.7417800000003,8632.64445
4,GullWing,2333,1134,700,29000,6,Magor - Waterford,1750,100.8,10604.37884,30972.05709999999
1,SingleMonoIncline,2000,1250,250,300000,3,Oxford,530,169.5,52706.57244,150768.94110000005
2,SingleMonoDecline,1500,750,800,300000,3,Enfield,761,866.4,51066.3907,151058.40675000005
1,SingleMonoIncline,2333,750,700,50000,3,Norwich,839,126,10313.63406,30440.515150000003
1,SingleMonoIncline,2333,750,700,9000,3,Sunderland,929,23.1,2682.5854200000003,8742.05355
3,DuoMono,3500,2000,500,150000,6,Llandrindod Wells,465,216,60492.015349999994,162764.148375
2,SingleMonoDecline,2500,900,450,20000,3,Inverness,1700,27,4787.96692,15457.187299999998
3,DuoMono,1500,1134,1200,15000,6,Guildford,660,86.4,6415.74409,18654.670224999994
2,SingleMonoDecline,3000,1750,1200,75000,3,London NW,760,147.6,15511.91312,44000.85279999999
4,GullWing,1750,2500,900,75000,6,Wolverhampton,530,156.6,18898.20892,52620.47230000001
4,GullWing,2333,1000,1000,50000,6,Doncaster,718,276,18335.83268,52190.85169999999
4,GullWing,4000,1000,700,29000,6,Kirkcaldy,1200,113.4,15241.44908,42197.1327
1,SingleMonoIncline,3500,900,800,300000,3,Liverpool,594,734.4,65642.0777,185918.62425000005
1,SingleMonoIncline,1500,1134,800,15000,3,Gloucester,465,28.8,3514.96384,10796.479599999997
4,GullWing,3000,900,400,100000,6,Oldham,642,244.8,40670.21392,113221.44480000003
2,SingleMonoDecline,2500,2500,400,50000,3,Magor - Ballymena,1395,22.8,9212.5164,26997.320999999996
1,SingleMonoIncline,3500,1250,300,15000,3,Crewe,555,9.9,4482.262919999999,13274.327299999999
1,SingleMonoIncline,3500,1134,450,250000,3,Southall,741,278.1,53576.02204,151339.24510000003
2,SingleMonoDecline,1500,1000,700,150000,3,London NW,760,291.9,25724.15396,75713.13489999999
3,DuoMono,1750,900,1200,300000,6,Cleveland,832,2203.2,107214.77915000002,301815.21787500003
1,SingleMonoIncline,2500,1000,800,20000,3,Salisbury,493,45.6,4874.795019999999,14436.857549999993
2,SingleMonoDecline,3500,1134,400,75000,3,Durham,914,74.4,17266.388039999998,49179.44010000001
4,GullWing,4000,2500,300,100000,6,Inverness,1700,70.2,38272.76332,106571.41830000006
4,GullWing,2500,2000,450,300000,6,Swansea,571,388.8,86906.96432000001,237928.56080000004
2,SingleMonoDecline,3500,2000,500,200000,3,Enfield,761,144,39474.31978,110765.58945
3,DuoMono,1500,2000,900,15000,6,Stockport,600,37.8,6042.11985,17356.609624999997
4,GullWing,2000,1500,800,300000,6,Croydon,765,912,83590.46192,233837.38479999994
2,SingleMonoDecline,4000,1250,200,150000,3,Wigan,628,67.8,34165.824160000004,95762.91040000001
3,DuoMono,2000,1250,1000,15000,6,Kirkcaldy,1200,66,6960.843949999999,20496.619874999993
4,GullWing,3000,1500,700,40000,6,Liverpool,594,105,15453.537919999999,42433.034800000016
4,GullWing,1500,2500,250,100000,6,London NW,760,58.5,23815.76332,66848.91830000002
2,SingleMonoDecline,1500,1750,400,29000,3,Thurso,1800,19.2,5633.64406,17956.860149999997
4,GullWing,1500,1500,800,300000,6,Magor - Kilkenny,1650,912,73745.66192000001,213650.38479999994
1,SingleMonoIncline,2000,750,200,200000,3,Luton,718,144.6,37767.005520000006,111183.38380000004
4,GullWing,3500,2500,500,200000,6,London NW,760,234,68783.80231999999,186193.17580000003
1,SingleMonoIncline,1750,2500,300,300000,3,Magor - Newry,1395,104.4,47872.4818,137527.63450000001
1,SingleMonoIncline,2000,1000,1200,150000,3,Salisbury,493,500.4,27659.75396,80018.1349
1,SingleMonoIncline,2000,750,250,9000,3,Bradford,734,8.25,2562.11238,8245.87095
4,GullWing,2000,1750,700,50000,6,Dartford,765,113.4,15170.173060000001,42450.50265
2,SingleMonoDecline,3000,900,600,29000,3,Wakefield,687,54,7250.80126,21312.353150000003
3,DuoMono,3500,1000,300,15000,6,Chester,586,25.2,9475.34785,26351.27962499999
2,SingleMonoDecline,2500,900,800,60000,3,Plymouth,582,146.4,12317.62324,35630.9681
3,DuoMono,2000,1250,450,250000,6,Milton Keynes,582,507.6,88705.4769,245064.32224999997
2,SingleMonoDecline,3000,1750,1000,100000,3,Oldham,642,165,20228.8488,57556.952
4,GullWing,2333,1750,900,200000,6,Darlington,829,588.6,58658.83206,163041.55014999997
3,DuoMono,3000,750,600,29000,6,Wolverhampton,530,126,15834.126100000001,43876.105250000015
2,SingleMonoDecline,4000,900,1200,75000,3,Milton Keynes,582,277.2,18977.182920000003,54162.42730000001
4,GullWing,1500,1750,250,300000,6,London East Central,751,246,71996.65472,202451.06679999994
3,DuoMono,4000,2000,800,10000,6,Sunderland,929,24,6018.1975,17097.12375
1,SingleMonoIncline,3000,900,800,29000,3,Galashiels,1200,72,7250.80126,21825.353150000003
2,SingleMonoDecline,3000,1750,1200,9000,3,County Waterford Ireland,1750,18,2708.0535800000002,9444.323949999998
3,DuoMono,1500,2500,800,300000,6,Magor - Killarney,1950,556.8,87221.92595000002,245039.08487500003
2,SingleMonoDecline,2500,750,400,9000,3,Reading,530,13.2,2742.98238,8494.04595
4,GullWing,3000,1250,500,10000,6,Magor - Derry,1450,24,5935.65016,17594.155399999996
2,SingleMonoDecline,4000,1500,400,50000,3,London SE,749,38.4,12329.22644,34945.3761
3,DuoMono,3000,1500,450,60000,6,Magor - Donegal,1550,102.6,25040.8401,70459.45025
3,DuoMono,4000,750,1000,60000,6,Magor - Ballymena,1395,432,35187.3037,97582.80925
2,SingleMonoDecline,4000,750,1000,40000,3,Plymouth,582,144,11018.563999999998,31581.039999999997
3,DuoMono,3500,1750,700,250000,6,Slough,610,575.4,104261.519,281603.6275
2,SingleMonoDecline,4000,1500,1000,75000,3,Bournemouth,760,141,16539.91928,46346.188200000004
2,SingleMonoDecline,1750,1750,400,300000,3,Dumfries,1200,196.8,49602.31483999999,143133.49709999995
2,SingleMonoDecline,4000,2500,200,60000,3,Colchester,726,13.8,12863.301939999998,35983.96485
3,DuoMono,4000,900,600,15000,6,Dumfries,1200,54,10181.228049999998,28790.780124999994
4,GullWing,2333,1250,1200,75000,6,Salisbury,493,403.2,24152.360719999997,67323.4518
4,GullWing,1500,2000,1200,10000,6,Slough,610,36,3883.7485600000005,11442.0014
2,SingleMonoDecline,4000,1000,200,60000,3,Hull,753,33.6,14610.23324,41381.49309999999
1,SingleMonoIncline,1500,2500,1000,60000,3,Medway,797,69,9911.15194,28674.589849999997
3,DuoMono,2500,900,600,9000,6,Aberdeen,1645,32.4,5110.3269,15786.647249999998
3,DuoMono,3000,1750,450,300000,6,Chester,586,442.8,116256.9567,315304.14174999995
2,SingleMonoDecline,2000,1500,1200,29000,3,Magor - Newry,1395,64.8,5971.12366,18456.359149999997
2,SingleMonoDecline,2333,2000,400,150000,3,Sutton,759,86.4,26355.70862,74846.14155000003
4,GullWing,2333,1134,900,40000,6,Dartford,765,178.2,14400.644579999998,40458.20145000001
1,SingleMonoIncline,1500,2500,200,40000,3,Bath,499,9.6,7409.8533,21503.46325
2,SingleMonoDecline,2333,750,1000,40000,3,Lancaster,769,144,8905.10948,26484.4037
4,GullWing,4000,2500,300,60000,6,Edinburgh,1300,41.4,23145.663599999996,63981.02899999999
3,DuoMono,1750,1750,200,50000,6,Coventry,541,32.4,16562.27085,45628.147124999996
3,DuoMono,2000,2000,600,150000,6,Portsmouth,582,259.2,49038.97535,134017.54837499998
3,DuoMono,3500,1134,600,15000,6,Magor - Killarney,1950,43.2,8946.06409,26270.470224999994
1,SingleMonoIncline,2333,2500,600,60000,3,Magor - Derry,1450,41.4,10894.91274,31786.99185
4,GullWing,2500,2500,450,29000,6,Twickenham,742,29.7,9507.108880000002,26430.482199999995
4,GullWing,3000,2500,250,9000,6,Crewe,555,4.5,4877.591199999999,13750.007999999998
2,SingleMonoDecline,1750,1250,900,50000,3,Bristol,430,102.6,9650.35524,28111.5981
1,SingleMonoIncline,4000,1750,500,15000,3,Swindon,460,12,4583.733520000001,13341.8038
1,SingleMonoIncline,2333,1750,1200,9000,3,Chelmsford,670,18,2514.33038,7880.015949999999
2,SingleMonoDecline,1750,1750,900,15000,3,Magor - Waterford,1750,21.6,3561.37852,12075.916299999999
1,SingleMonoIncline,1750,2500,250,150000,3,Chester,586,43.5,24310.49042,68961.49605
3,DuoMono,2500,1750,300,10000,6,Magor - Wexford,1750,9,4679.5548,14571.516999999998
2,SingleMonoDecline,2000,2500,1000,50000,3,Peterborough,750,57,8723.6064,25130.046
1,SingleMonoIncline,2333,1134,400,29000,3,Magor - Derry,1450,28.8,6457.1289,19908.772249999998
1,SingleMonoIncline,3500,1500,900,200000,3,Magor - Derry,1450,342.9,41651.98331999999,119626.22830000003
2,SingleMonoDecline,2500,750,600,75000,3,Doncaster,718,162,15444.08858,44871.81145000001
1,SingleMonoIncline,1500,900,600,200000,3,Redhill,767,367.2,33617.66218,98658.14545
4,GullWing,4000,1134,900,60000,6,Galashiels,1200,264.6,27787.184100000002,76965.63025000002
1,SingleMonoIncline,2333,1750,250,75000,3,Stoke on Trent,582,30.75,14383.405279999999,41001.583199999994
3,DuoMono,4000,2500,200,10000,6,Magor - Limerick,1750,4.8,5811.107099999999,17339.597749999997
3,DuoMono,3500,1750,900,150000,6,Medway,797,442.8,63515.8707,172666.86674999993
4,GullWing,4000,1750,900,150000,6,Kirkcaldy,1200,442.8,61295.75772,168176.42429999996
2,SingleMonoDecline,2500,1500,800,29000,3,Leeds,686,43.2,6349.09366,18692.284150000003
3,DuoMono,1750,1000,1000,100000,6,Llandrindod Wells,465,558,36696.4007,102865.67175
1,SingleMonoIncline,2000,750,400,250000,3,Taunton,456,361.2,46212.405739999995,134556.12435
2,SingleMonoDecline,1500,2500,300,9000,3,Magor - Waterford,1750,2.7,2105.53898,7877.23745
4,GullWing,1750,900,1000,200000,6,Redhill,767,1224,58856.29352,169063.2038
1,SingleMonoIncline,2000,1500,400,150000,3,Magor - Wexford,1750,114,26584.592760000003,78506.6319
1,SingleMonoIncline,4000,1500,500,60000,3,Magor - Ballymena,1395,57,13702.926839999998,39208.02709999999
3,DuoMono,3000,900,400,75000,6,Medway,797,184.8,36231.458600000005,100912.35650000004
2,SingleMonoDecline,3000,750,1200,50000,3,London SW,761,216,11299.7161,32827.72025
2,SingleMonoDecline,1750,1500,700,250000,3,Dundee,1394,331.8,41369.36433999999,120915.32085
2,SingleMonoDecline,3000,1134,800,150000,3,Hereford,414,297.6,31025.180199999995,87817.7005
4,GullWing,3500,1250,200,20000,6,Magor - Sligo,1750,18,10808.7113,30935.688249999996
1,SingleMonoIncline,3500,1250,200,60000,3,Ipswich,761,27,13294.575439999999,37765.948599999996
4,GullWing,2500,1250,800,50000,6,Coventry,541,182.4,18352.92772,51393.18929999999
3,DuoMono,1750,2500,1200,250000,6,Plymouth,582,698.4,76873.6955,209952.06874999995
2,SingleMonoDecline,2333,750,450,15000,3,Magor - Derry,1450,24.3,4167.56606,13595.385149999998
2,SingleMonoDecline,4000,2500,900,60000,3,London W,750,62.1,12863.301939999998,36007.96485
4,GullWing,2333,1134,200,150000,6,Redhill,767,148.8,49530.542799999996,138817.987
1,SingleMonoIncline,2333,1500,300,200000,3,Hull,753,114.3,36511.47812,104683.96530000003
3,DuoMono,2500,900,400,10000,6,London SE,749,24,5469.4195,15849.178749999997
2,SingleMonoDecline,3500,2500,1200,75000,3,York,754,104.4,15053.315779999999,42076.47945000001
4,GullWing,3000,1750,700,75000,6,Portsmouth,582,172.2,27502.78922,75398.80305
2,SingleMonoDecline,1500,2500,800,150000,3,Magor - Limerick,1750,139.2,23608.520419999997,69534.57105
3,DuoMono,2500,1134,400,100000,6,Motherwell,1300,196.8,39737.10359,111896.54897499998
4,GullWing,1750,1500,800,150000,6,Oldham,642,456,40546.56132,114219.83330000001
3,DuoMono,1750,2000,400,40000,6,Southend on Sea,690,45.6,13971.879350000001,38814.76837499999
4,GullWing,1500,2000,600,10000,6,Bradford,734,18,3883.7485600000005,11566.0014
4,GullWing,2500,2000,200,150000,6,Sunderland,929,86.4,44248.60432,122504.2608
2,SingleMonoDecline,4000,2000,300,60000,3,London NW,760,26.1,13295.343640000001,37280.4691
2,SingleMonoDecline,1750,900,500,9000,3,Inverness,1700,13.5,2400.26678,8746.45695
2,SingleMonoDecline,1750,2500,250,300000,3,Lancaster,769,87,47872.4818,135649.63450000001
3,DuoMono,1750,1750,400,250000,6,Taunton,456,328.8,80404.67899999999,220581.5274999999
1,SingleMonoIncline,1750,1250,400,40000,3,Chelmsford,670,36,7785.7826,23039.886499999997
3,DuoMono,3500,1134,1000,29000,6,Worcester,456,144,15346.458680000002,41914.1367
3,DuoMono,2333,1500,400,300000,6,London East Central,751,456,108380.09398,298347.78494999994
3,DuoMono,2000,2500,600,29000,6,Wigan,628,39.6,10637.564,29523.500000000007
1,SingleMonoIncline,3500,1500,450,29000,3,Stevenage,728,24.3,7105.03366,20624.13415
4,GullWing,1500,750,250,15000,6,Kingston Upon Thames,754,27,5338.283079999999,16012.7377
1,SingleMonoIncline,4000,1750,200,200000,3,Coventry,541,65.4,41996.08428,116805.20070000002
4,GullWing,2000,2500,250,60000,6,Newcastle Upon Tyne,941,34.5,16134.7836,44794.82899999999
4,GullWing,2333,900,600,100000,6,Peterborough,750,367.2,35017.949199999995,98664.78300000002
3,DuoMono,2500,2000,700,20000,6,Swansea,571,42,8717.95665,24199.601624999992
2,SingleMonoDecline,2000,1250,900,300000,3,Glasgow,1260,610.2,52706.57244,152958.94110000005
4,GullWing,2500,1000,400,20000,6,Magor - Wexford,1750,45.6,9309.3276,27430.42899999999
2,SingleMonoDecline,2500,1250,1000,75000,3,Magor - Dublin,1450,168,14360.08248,41860.1962
4,GullWing,4000,1000,300,75000,6,Magor - Galway,1750,124.2,35555.09192,99134.67980000003
2,SingleMonoDecline,2333,1134,500,40000,3,Preston,670,49.5,8530.44286,24992.737149999997
2,SingleMonoDecline,2333,1750,250,75000,3,London North,751,30.75,14383.405279999999,41170.583199999994
3,DuoMono,1750,1134,700,29000,6,Aberdeen,1645,100.8,11494.848680000001,33474.1117
1,SingleMonoIncline,2333,900,250,9000,3,Derby,630,6.75,2597.32274,8169.096850000001
1,SingleMonoIncline,4000,2500,1200,100000,3,Harrow,751,140.4,21652.347,60847.2975
2,SingleMonoDecline,2000,1750,700,29000,3,Milton Keynes,582,33.6,5999.73406,17654.08515
4,GullWing,2000,750,800,150000,6,County Waterford Ireland,1750,868.8,50710.65802,148182.87504999997
1,SingleMonoIncline,2000,2500,200,20000,3,Lincoln,689,4.8,4304.56222,12872.875549999999
3,DuoMono,2000,1500,300,300000,6,Croydon,765,342,102555.5671,283119.46774999995
4,GullWing,2000,1134,300,50000,6,Northampton,582,73.8,16446.60542,46309.783549999986
3,DuoMono,2500,1750,500,150000,6,Huddersfield,695,246,55203.23069999999,151477.26674999995
4,GullWing,1500,2000,1200,150000,6,Magor - Limerick,1750,518.4,35380.48432,101046.96080000002
4,GullWing,2500,1750,400,250000,6,Swindon,460,328.8,75144.39802000001,206241.70505
1,SingleMonoIncline,4000,1750,600,40000,3,Kirkcaldy,1200,39.6,9858.0921,28507.46025
3,DuoMono,1750,1134,600,150000,6,Magor - Kilkenny,1650,446.4,52676.88898,149885.01244999995
1,SingleMonoIncline,3000,2500,600,9000,3,Dudley,500,5.4,2505.58898,7627.36245
1,SingleMonoIncline,3500,1500,700,20000,3,Darlington,829,27.3,5249.276219999999,15526.660549999999
3,DuoMono,2500,1500,700,29000,6,Liverpool,594,75.6,12293.301800000001,34054.4445
2,SingleMonoDecline,2500,1134,900,300000,3,Milton Keynes,582,666.9,56066.56822,160138.25055000003
4,GullWing,1500,900,400,200000,6,Sheffield,634,489.6,54716.38352,158181.4288
4,GullWing,1750,1000,1000,250000,6,Aberdeen,1645,1386,70726.21436000001,205191.44590000002
1,SingleMonoIncline,2000,1250,600,10000,3,Dumfries,1200,14.4,2653.64588,8849.5047
1,SingleMonoIncline,2500,1750,500,300000,3,Wolverhampton,530,246,54250.724839999995,153274.52209999997
4,GullWing,1500,2000,1200,10000,6,Doncaster,718,36,3883.7485600000005,11550.0014
3,DuoMono,2000,1750,500,150000,6,Magor - Wexford,1750,246,51046.91069999999,143556.46674999996
1,SingleMonoIncline,3500,2500,1200,100000,3,St Albans,760,140.4,20649.027000000002,58356.99750000001
4,GullWing,3000,1500,700,75000,6,Aberdeen,1645,197.4,26524.75056,75011.22640000001
4,GullWing,4000,1250,300,100000,6,Liverpool,594,135,44430.41002,120836.33505000004
4,GullWing,2000,900,400,60000,6,Torquay,560,146.4,19592.47116,55928.4479
4,GullWing,1500,750,200,40000,6,Stevenage,728,57.6,12576.84648,36773.7062
2,SingleMonoDecline,3000,1500,500,40000,3,Doncaster,718,37.5,8885.083599999998,25684.139
1,SingleMonoIncline,1500,2500,800,60000,3,Glasgow,1260,55.2,9911.15194,29137.589849999997
1,SingleMonoIncline,1750,1250,900,9000,3,London East Central,751,18.9,2402.5681799999998,7742.41045
3,DuoMono,2000,1500,450,100000,6,Thurso,1800,170.1,34491.04734999999,97326.20837499997
4,GullWing,3500,1134,300,15000,6,London SE,749,21.6,7778.786799999999,21744.196999999996
4,GullWing,4000,1000,200,29000,6,Magor - Kilkenny,1650,32.4,15241.44908,42647.1327
2,SingleMonoDecline,2333,1250,400,9000,3,Sheffield,634,8.4,2585.7720600000002,8083.42015
3,DuoMono,1500,2000,1000,10000,6,Hemel Hempstead,697,30,4260.1975,12470.123749999997
2,SingleMonoDecline,1500,750,1000,29000,3,Bromley,764,105,5963.07026,18322.025649999996
1,SingleMonoIncline,4000,2500,300,75000,3,Portsmouth,582,26.1,15777.575780000001,43715.129450000015
4,GullWing,1500,2500,400,200000,6,Sutton,759,187.2,46429.96232,129545.57580000002
4,GullWing,1750,2000,500,40000,6,Paisley,1400,57,11245.059719999997,32353.0393
3,DuoMono,2333,1000,1200,200000,6,Preston,670,1332,78547.77827000001,217892.27567499992
3,DuoMono,1500,1750,200,250000,6,Chester,586,164.4,76996.559,212711.22749999992
3,DuoMono,1500,1250,300,300000,6,Leicester,594,406.8,96549.36650000002,269266.76625000004
4,GullWing,1750,2000,1000,50000,6,Magor - Waterford,1750,144,14149.211920000002,40700.699799999995
3,DuoMono,2000,1000,250,250000,6,Magor - Cavan,1450,346.5,91803.64255,260807.05637500004
2,SingleMonoDecline,3500,1750,500,10000,3,Magor - Galway,1750,7.5,2853.2835800000003,9807.398949999999
4,GullWing,1750,750,450,75000,6,Paisley,1400,243,23618.97812,69871.19529999999
4,GullWing,3500,900,900,100000,6,Tonbridge,760,550.8,44907.293920000004,124168.14480000002
1,SingleMonoIncline,3000,1000,500,60000,3,Coventry,541,84,13023.713240000001,37203.1931
3,DuoMono,3500,2500,400,20000,6,Peterborough,750,19.2,9603.135849999999,26469.94962499999
2,SingleMonoDecline,2333,900,900,75000,3,Bristol,430,207.9,15443.61252,44594.5013
2,SingleMonoDecline,1500,2500,600,50000,3,London West Central,756,34.2,8234.6964,23913.770999999997
2,SingleMonoDecline,2500,1500,400,9000,3,Stockport,600,7.2,2623.56338,8113.49845
4,GullWing,3500,1500,600,9000,6,Coventry,541,21.6,6015.5578,16763.3245
3,DuoMono,1500,1000,600,150000,6,Hereford,414,500.4,51144.508499999996,143258.06124999994
4,GullWing,2333,2000,600,9000,6,London East,760,14.4,4393.834,12806.414999999997
2,SingleMonoDecline,1500,900,200,40000,3,Norwich,839,24.6,7769.8393,23503.42825
4,GullWing,2500,1000,450,10000,6,Magor - Cavan,1450,24.3,5335.027359999999,16153.398399999996
3,DuoMono,2333,1750,400,50000,6,Kirkcaldy,1200,64.8,18172.68961,51513.194025
4,GullWing,3500,1134,200,10000,6,Oldham,642,9.6,6440.8114399999995,18049.0586
4,GullWing,4000,1134,600,75000,6,Magor - Killarney,1950,223.2,36396.412840000005,103595.6621
4,GullWing,3500,1250,450,250000,6,Bournemouth,760,507.6,98213.76272000003,269275.9168
2,SingleMonoDecline,3500,1250,250,100000,3,Leeds,686,56.25,21309.81006,60548.275150000016
4,GullWing,2000,2500,450,300000,6,Inverness,1700,313.2,75680.57476,213805.18690000003
3,DuoMono,3000,750,500,75000,6,Exeter,594,270,36818.39345,102154.013625
4,GullWing,2000,2000,800,20000,6,Nottingham,641,48,7459.752799999999,21150.29199999999
1,SingleMonoIncline,2000,2500,400,50000,3,Glasgow,1260,22.8,8723.6064,25640.046
2,SingleMonoDecline,1750,1250,800,250000,3,Stockport,600,451.2,42650.85308,123056.12269999999
4,GullWing,3500,900,1200,15000,6,Walsall,530,108,8250.54148,22886.983699999997
3,DuoMono,2333,2500,1200,300000,6,Magor - Dublin,1450,835.2,98678.31775,272630.064375
4,GullWing,2333,1000,400,60000,6,Plymouth,582,134.4,22220.62744,62672.118599999994
1,SingleMonoIncline,3500,1250,1200,250000,3,Inverness,1700,676.8,52812.123080000005,151759.2977
2,SingleMonoDecline,2500,2000,800,9000,3,London W,750,9.6,2456.01378,7783.824450000001
4,GullWing,4000,2000,450,60000,6,Shrewsbury,493,78.3,26379.586160000003,71249.91540000001
1,SingleMonoIncline,3500,900,200,10000,3,County Waterford Ireland,1750,6,3170.2554800000003,10751.8287
3,DuoMono,1750,1000,200,40000,6,Birmingham,543,44.4,15649.041750000002,43955.074375
1,SingleMonoIncline,1500,1500,1200,60000,3,Croydon,765,136.8,10271.22684,29998.777099999996
1,SingleMonoIncline,4000,2500,900,50000,3,Redhill,767,51.3,10679.246400000002,30036.145999999997
1,SingleMonoIncline,4000,1134,250,10000,3,Cambridge,720,6,3247.5799600000005,9854.339899999999
1,SingleMonoIncline,2500,2500,600,15000,3,Sutton,759,10.8,3951.2868200000003,11998.88705
2,SingleMonoDecline,1500,1500,700,40000,3,Taunton,456,52.5,7393.1536,21692.314
1,SingleMonoIncline,2333,900,900,75000,3,Magor - Kilkenny,1650,207.9,15443.61252,45814.5013
1,SingleMonoIncline,4000,1134,700,20000,3,Preston,670,33.6,5515.40588,16124.1847
4,GullWing,2000,1134,600,300000,6,Dumfries,1200,889.2,87364.36293999999,248479.45735
2,SingleMonoDecline,2333,750,300,250000,3,Magor - Derry,1450,270.9,48559.79046,143406.58615000002
1,SingleMonoIncline,2500,2000,1200,60000,3,Lancaster,769,104.4,11396.70364,32542.869099999993
2,SingleMonoDecline,2500,1500,300,150000,3,Bath,499,85.5,28258.83276,80190.23189999998
2,SingleMonoDecline,2000,1000,500,300000,3,Dartford,765,417,53943.71204,156147.59010000003
3,DuoMono,2500,1000,400,150000,6,Wolverhampton,530,333.6,62165.7885,171689.26124999992
2,SingleMonoDecline,3500,900,500,15000,3,Magor - Ballymena,1395,22.5,4657.56712,14674.187799999998
3,DuoMono,3500,1500,400,100000,6,Carlisle,950,151.2,43272.88735,118530.80837499996
1,SingleMonoIncline,1750,1134,1200,15000,3,Tonbridge,760,43.2,3640.43884,11405.167099999997
4,GullWing,2500,1500,450,10000,6,Taunton,456,16.2,4911.917799999999,13919.224499999998
4,GullWing,1500,1250,1200,50000,6,Inverness,1700,273.6,14288.407720000001,41849.889299999995
3,DuoMono,3500,2000,200,100000,6,Salisbury,493,57.6,40782.476350000004,110021.78087499997
2,SingleMonoDecline,4000,1134,800,60000,3,Magor - Belfast,1350,117.6,14128.74798,40561.97995
2,SingleMonoDecline,1750,1500,300,40000,3,Southall,741,22.5,7641.808599999999,22598.9515
3,DuoMono,3500,1000,500,29000,6,Crewe,555,81,15859.0754,43477.07850000001
2,SingleMonoDecline,4000,1750,450,75000,3,Chester,586,55.35,17204.03312,48057.152799999996
2,SingleMonoDecline,3000,1134,300,75000,3,Worcester,456,55.8,16295.588039999999,46294.44010000001
